Video_ID,Channel_ID,Channel_Name,Video_Title,YouTube_URL,Transcript_Path,Year,DurationSeconds,Transcript_Provider,Family_Count,Family_List,Tool_Total_Mentions,Tool_List,Tactic_Total_Mentions,Dominant_Tactic,Platform_Signal,Tactic_Initial_Access,Tactic_Execution,Tactic_Persistence,Tactic_Privilege_Escalation,Tactic_Credential_Access,Tactic_Lateral_Movement,Tactic_Discovery,Tactic_Command_and_Control,Tactic_Exfiltration,Tactic_Impact,Tool_Cobalt_Strike,Tool_Mimikatz,Tool_PsExec,Tool_Rclone,Tool_MegaNZ,Tool_AnyDesk,Tool_TeamViewer,Tool_BloodHound,Platform_Windows,Platform_Linux,Platform_ESXi
V0052,C06,Mandiant (Google Cloud Security),How Android Combats Mobile Scams,https://www.youtube.com/watch?v=99r8Ya0nzyY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C06_Mandiant_Google_Cloud_Security/V0052.txt,2026,1896,local_asr_whisper,1,Play,0,,2,Initial_Access,ESXi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V0053,C06,Mandiant (Google Cloud Security),"EP21 From HITB Origins to Agentic AI: Web3, Music & The Future of Hacking with Dhillon Kannabhiran",https://www.youtube.com/watch?v=_zaUf78aACU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C06_Mandiant_Google_Cloud_Security/V0053.txt,2026,3749,local_asr_whisper,1,Play,0,,6,Initial_Access,Windows,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V0054,C06,Mandiant (Google Cloud Security),"EP20 Windows Under the Hood: Kernel Design, EDRs, and the Shift to VBS with Pavel Yosifovich",https://www.youtube.com/watch?v=zSgK1J_Ijbs,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C06_Mandiant_Google_Cloud_Security/V0054.txt,2025,4226,whisper_base,1,Play,0,,5,Initial_Access,Windows,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,11,15
V0055,C06,Mandiant (Google Cloud Security),Data Pipeline Management in Google SecOps,https://www.youtube.com/watch?v=zruKcuSgzNI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C06_Mandiant_Google_Cloud_Security/V0055.txt,2025,3545,local_asr_whisper,2,"Play, Qilin",0,,1,Initial_Access,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,2
V0056,C06,Mandiant (Google Cloud Security),Simplifying Security and Log Ingestion: Bindplane + Google SecOps,https://www.youtube.com/watch?v=fzhbWb9oAEI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C06_Mandiant_Google_Cloud_Security/V0056.txt,2025,3619,local_asr_whisper,1,Qilin,0,,2,Command_and_Control,Windows,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50,8,4
V0057,C06,Mandiant (Google Cloud Security),Using Gemini to Build Rules and Searches for Google SecOps,https://www.youtube.com/watch?v=jASM45DtQ5U,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C06_Mandiant_Google_Cloud_Security/V0057.txt,2025,3318,local_asr_whisper,1,Qilin,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0058,C06,Mandiant (Google Cloud Security),Best Practices For Ingestion And Parsing in Google Security Operations,https://www.youtube.com/watch?v=7uoQqQBbu88,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C06_Mandiant_Google_Cloud_Security/V0058.txt,2025,3626,local_asr_whisper,1,Play,0,,1,Exfiltration,Linux,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
V0059,C06,Mandiant (Google Cloud Security),Debugging SOAR Integrations in IDE Like it's a VIBE,https://www.youtube.com/watch?v=kTwgaBZ3INI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C06_Mandiant_Google_Cloud_Security/V0059.txt,2025,2580,local_asr_whisper,1,Play,0,,2,Execution,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V0060,C06,Mandiant (Google Cloud Security),"EP19 The Art of Deconstructing Problems: Tools, Tactics, and the ScatterBrain Obfuscator with Nin...",https://www.youtube.com/watch?v=PUV0JWKzuYo,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C06_Mandiant_Google_Cloud_Security/V0060.txt,2025,6799,local_asr_whisper,2,"Play, Qilin",0,,28,Execution,Windows,13,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,3
V0061,C07,Sophos X-Ops,Sophos MDR ThreatCast (Jan. 2025): 2024 Year in Review,https://www.youtube.com/watch?v=mMe9G0d_4rE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0061.txt,2025,3749,local_asr_whisper,3,"Akira, Black Basta, Play",0,,90,Initial_Access,Windows,53,9,0,8,0,0,3,2,3,12,0,0,0,0,0,0,0,0,14,7,0
V0062,C07,Sophos X-Ops,Sophos MDR ThreatCast November 2024,https://www.youtube.com/watch?v=IRl5UqbAx2s,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0062.txt,2024,3522,local_asr_whisper,4,"Akira, Hive, INC, Play",1,TeamViewer,107,Initial_Access,Windows,56,29,1,1,1,2,3,3,4,7,0,0,0,0,0,0,1,0,15,0,3
V0063,C07,Sophos X-Ops,Sophos MDR ThreatCast October 2024,https://www.youtube.com/watch?v=1GsWX8pNzoU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0063.txt,2024,3365,local_asr_whisper,3,"Akira, Play, Qilin",0,,68,Initial_Access,Windows,43,5,1,3,0,2,0,3,9,2,0,0,0,0,0,0,0,0,13,5,8
V0064,C07,Sophos X-Ops,Sophos MDR ThreatCast September 2024,https://www.youtube.com/watch?v=QO_OXeN9W-c,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0064.txt,2024,3404,local_asr_whisper,5,"Akira, Conti, Hive, Qilin, Royal",0,,66,Initial_Access,Windows,43,5,1,1,0,0,3,2,3,8,0,0,0,0,0,0,0,0,15,1,5
V0065,C07,Sophos X-Ops,Sophos MDR ThreatCast August 2024,https://www.youtube.com/watch?v=TP0o_kQHVfA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0065.txt,2024,3604,local_asr_whisper,4,"Akira, Black Basta, Play, Royal",5,"Cobalt_Strike, AnyDesk, BloodHound",71,Initial_Access,Windows,27,12,2,6,0,0,3,4,8,9,2,0,0,0,0,2,0,1,12,0,12
V0066,C07,Sophos X-Ops,Mad Liberator and the AnyDesk gambit,https://www.youtube.com/watch?v=QPrRU1bkmVU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0066.txt,2024,533,local_asr_whisper,0,,54,AnyDesk,5,Exfiltration,Windows,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,54,0,0,1,0,0
V0067,C07,Sophos X-Ops,RDP: Executing the 4624 4625 Login Query,https://www.youtube.com/watch?v=YpvAnSEk8HU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0067.txt,2024,412,local_asr_whisper,0,,0,,8,Initial_Access,Windows,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
V0068,C07,Sophos X-Ops,Remote Ransomware vs Sophos CryptoGuard,https://www.youtube.com/watch?v=JPWU-yCaShg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0068.txt,2023,354,local_asr_whisper,6,"Akira, BlackCat, LockBit, Play, Royal, WannaCry",0,,12,Impact,Windows,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0
V0069,C07,Sophos X-Ops,Sophos X-Ops Incident Response:  Identifying Group Policy Attacks,https://www.youtube.com/watch?v=t1kv5pDURl4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0069.txt,2023,508,local_asr_whisper,0,,3,"Cobalt_Strike, AnyDesk",23,Persistence,Windows,3,5,7,0,0,2,0,2,1,3,1,0,0,0,0,2,0,0,16,0,0
V0070,C07,Sophos X-Ops,Sophos X-Ops Incident Response: How To Investigate Rclone Data Exfiltration,https://www.youtube.com/watch?v=bWq1S0xr42s,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C07_Sophos_X-Ops/V0070.txt,2023,498,local_asr_whisper,0,,12,Rclone,24,Exfiltration,,1,0,0,0,0,2,0,0,21,0,0,0,0,12,0,0,0,0,0,0,0
V0071,C08,Red Canary,RMM abuse is ramping up. See the latest data!,https://www.youtube.com/watch?v=l3uEeKeq0KA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0071.txt,2026,1871,local_asr_whisper,0,,0,,33,Execution,Windows,3,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
V0072,C08,Red Canary,Is OpenClaw an entry point for attackers?,https://www.youtube.com/watch?v=9M53_oFsDIE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0072.txt,2026,1892,local_asr_whisper,0,,0,,10,Execution,Windows,3,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
V0073,C08,Red Canary,Security leaders dive into the best ways to integrate AI into your SOC,https://www.youtube.com/watch?v=EtGm0A2fDi4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0073.txt,2026,2013,local_asr_whisper,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0074,C08,Red Canary,Why AI is worth it: Transforming detection engineering in the SOC,https://www.youtube.com/watch?v=miaXivB7Sv4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0074.txt,2026,1924,local_asr_whisper,1,Play,0,,5,Initial_Access,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0075,C08,Red Canary,Add some clarity to your cloud threat detections now,https://www.youtube.com/watch?v=QLdbteD4GU4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0075.txt,2026,1442,local_asr_whisper,1,Play,0,,9,Initial_Access,Linux,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0
V0076,C08,Red Canary,How to spot and defend against AI threats,https://www.youtube.com/watch?v=1ZYsJcq-zQI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0076.txt,2026,1990,local_asr_whisper,1,Play,0,,8,Initial_Access,,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0077,C08,Red Canary,A step-by-step guide to getting the most out of your SOC workflows,https://www.youtube.com/watch?v=vwmHPLWOhgc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0077.txt,2026,2153,local_asr_whisper,1,Qilin,0,,2,Execution,Windows,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V0078,C08,Red Canary,Modern app control that works,https://www.youtube.com/watch?v=B8_XRjKAzeU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0078.txt,2026,2403,local_asr_whisper,1,Play,0,,18,Execution,Windows,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
V0079,C08,Red Canary,"Sha1-Hulud, MacSync Stealer, ScreenConnect: What we know!",https://www.youtube.com/watch?v=SNXcUTWtbdA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0079.txt,2025,1931,local_asr_whisper,0,,0,,3,Execution,Windows,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0
V0080,C08,Red Canary,The hunt is on: Master anomaly detection,https://www.youtube.com/watch?v=K-kPp2pb0W0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C08_Red_Canary/V0080.txt,2025,2224,local_asr_whisper,0,,0,,5,Execution,Linux,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
V0081,C09,Huntress,From Trafficking Victim to Cybercrime Whistleblower,https://www.youtube.com/watch?v=d3oy3Ph5T5U,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0081.txt,2026,3619,local_asr_whisper,1,Play,0,,14,Initial_Access,,11,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
V0082,C09,Huntress,What We've Learned From Protecting 4M Endpoints & 9M Identities,https://www.youtube.com/watch?v=9ovkrQWcb2Y,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0082.txt,2026,300,local_asr_whisper,0,,0,,5,Initial_Access,Windows,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
V0083,C09,Huntress,"Community Fireside Chat | Beyond the Tech: Mastering the ""Business-First"" QBR",https://www.youtube.com/watch?v=GJ_w1v1pI5Q,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0083.txt,2026,2713,local_asr_whisper,1,Qilin,0,,9,Discovery,,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0084,C09,Huntress,"Community Fireside Chat (EMEA) | Beyond the Tech: Mastering the ""Business-First"" QBR",https://www.youtube.com/watch?v=_qnz_EBDpkg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0084.txt,2026,3560,local_asr_whisper,0,,0,,5,Impact,,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V0085,C09,Huntress,Tradecraft Tuesday | Hiding in Plain Sight - AppDomainManager Injection,https://www.youtube.com/watch?v=XlHQezA8W3s,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0085.txt,2026,3454,local_asr_whisper,3,"Hive, Play, Qilin",0,,30,Execution,Windows,6,14,1,1,0,3,1,4,0,0,0,0,0,0,0,0,0,0,16,0,0
V0086,C09,Huntress,The Product Lab | December 2025,https://www.youtube.com/watch?v=GW3SqDH-_hg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0086.txt,2026,4882,local_asr_whisper,2,"Play, Qilin",0,,6,Initial_Access,Windows,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
V0087,C09,Huntress,Community Fireside Chat | The Great Stack Audit: Making Sense of Your Tools,https://www.youtube.com/watch?v=qz69Q0nrE9c,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0087.txt,2026,2734,local_asr_whisper,0,,0,,1,Initial_Access,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0088,C09,Huntress,Community Fireside Chat | The Evolution of Cyber Insurance: Rethinking Carrier Vendor Panels,https://www.youtube.com/watch?v=Y_y5CMpLm2I,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0088.txt,2026,2848,local_asr_whisper,1,Play,0,,1,Impact,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0089,C09,Huntress,Tradecraft Tuesday | A Look Inside the React2Shell,https://www.youtube.com/watch?v=xpQ1a4drf1o,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0089.txt,2026,3227,local_asr_whisper,1,Play,0,,75,Initial_Access,Linux,54,5,2,0,0,1,0,7,2,4,0,0,0,0,0,0,0,0,2,7,0
V0090,C09,Huntress,Community Fireside Chat | Nailing Your Incident Response (IR) Planning,https://www.youtube.com/watch?v=U_EgekHjHyM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C09_Huntress/V0090.txt,2025,2812,local_asr_whisper,1,Play,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0091,C10,John Hammond,Russia is hacking zero-days again,https://www.youtube.com/watch?v=Ck8IPInn74A,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0091.txt,2026,1009,local_asr_whisper,0,,0,,24,Initial_Access,Windows,17,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,1,2
V0092,C10,John Hammond,AI wrote a hit piece,https://www.youtube.com/watch?v=RP-zs6J6ySw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0092.txt,2026,475,local_asr_whisper,1,Play,0,,1,Initial_Access,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0093,C10,John Hammond,Moltbook is still weird (and AI skills suck),https://www.youtube.com/watch?v=BzUBdvCdlSU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0093.txt,2026,1197,local_asr_whisper,1,Play,0,,6,Execution,Linux,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
V0094,C10,John Hammond,Clawdbot Malware,https://www.youtube.com/watch?v=7GS6Xs4hdvg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0094.txt,2026,2590,local_asr_whisper,1,Play,0,,9,Command_and_Control,ESXi,2,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,4
V0095,C10,John Hammond,NTUSER.MAN,https://www.youtube.com/watch?v=Mw8DVcLSZIc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0095.txt,2026,1778,local_asr_whisper,2,"Hive, Play",0,,27,Persistence,Windows,0,2,14,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,52,10,0
V0096,C10,John Hammond,"Hacking Endpoint to Identity (Microsoft 365): ""ConsentFix""",https://www.youtube.com/watch?v=AAiiIY-Soak,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0096.txt,2025,1186,local_asr_whisper,1,Play,0,,3,Initial_Access,Windows,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
V0097,C10,John Hammond,so malware is invisible now lol,https://www.youtube.com/watch?v=0XumkGQFEEk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0097.txt,2025,1205,local_asr_whisper,1,Play,0,,3,Execution,Windows,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
V0098,C10,John Hammond,Phishing for Passwords! (Advent of Cyber Day 02),https://www.youtube.com/watch?v=w8O8FcRgDXU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0098.txt,2025,1164,local_asr_whisper,1,Play,0,,5,Initial_Access,ESXi,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
V0099,C10,John Hammond,The State of Cybercrime in 2025 Part 2 (with Nick Ascoli!),https://www.youtube.com/watch?v=Bc2Jygf4WdE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0099.txt,2025,2731,local_asr_whisper,1,Play,0,,18,Impact,Windows,4,1,0,1,0,0,0,2,4,6,0,0,0,0,0,0,0,0,1,1,0
V0100,C10,John Hammond,Microsoft Entra ID INSECURE DEFAULTS,https://www.youtube.com/watch?v=WUHzpDdauAw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C10_John_Hammond/V0100.txt,2025,1040,local_asr_whisper,1,Play,1,BloodHound,6,Privilege_Escalation,Windows,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0
V0101,C11,Secureworks,Re-Examining Chinese Cyber Threats in the Age of the Xictionary,https://www.youtube.com/watch?v=XG9KCTgW2t4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C11_Secureworks/V0101.txt,2024,2175,local_asr_whisper,2,"Play, Royal",2,Cobalt_Strike,15,Initial_Access,Windows,5,1,0,0,0,0,1,4,1,3,2,0,0,0,0,0,0,0,1,0,0
V0102,C11,Secureworks,Predictions Round Table: Secureworks Experts On Cybersecurity in 2025,https://www.youtube.com/watch?v=XUbhK9TyuCA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C11_Secureworks/V0102.txt,2024,726,local_asr_whisper,0,,0,,9,Initial_Access,,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0103,C11,Secureworks,Inside The Threat: Secureworks CTU Analysis,https://www.youtube.com/watch?v=5KGY9byIMQg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C11_Secureworks/V0103.txt,2024,1974,local_asr_whisper,2,"Play, Royal",0,,36,Impact,Windows,4,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,1,0,1
V0104,C11,Secureworks,Keynote Address: Bridging Borders in Cybersecurity,https://www.youtube.com/watch?v=b_IhU4tTttA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C11_Secureworks/V0104.txt,2024,1434,local_asr_whisper,1,Hive,0,,2,Impact,Windows,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
V0105,C11,Secureworks,Embedding Threat Intelligence for Super Security,https://www.youtube.com/watch?v=Qur8h6Kb9k0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C11_Secureworks/V0105.txt,2024,1032,local_asr_whisper,0,,0,,4,Initial_Access,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0106,C11,Secureworks,The Rise of Adversary in the Middle Attacks,https://www.youtube.com/watch?v=MRHcQNoUOhM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C11_Secureworks/V0106.txt,2024,727,local_asr_whisper,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0107,C11,Secureworks,State of the Threat Overview,https://www.youtube.com/watch?v=xQsWREi7TJc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C11_Secureworks/V0107.txt,2024,1812,local_asr_whisper,1,Play,0,,2,Initial_Access,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
